-7.68256092,-13.3948669,-14.0876675,-17.4122219,-15.3032036,-16.8598919,-17.1995678,-15.1210794,-17.5867386,-16.4524155,-12.6264229,-13.1837358,-20.4896393,-18.411602,-16.8005409,-16.4261055,-19.0795689,-11.9006147,-13.3767691,-11.0686007,-15.8343105,-13.0255175,-12.9530134,-16.2576141,-13.3193598,-13.3705292,-11.1694565,-14.9825745,-12.9054232,-11.977725,-14.805871,-11.3943806,-13.6202526,-11.9675169,-0.000561556488,-11.613431,-14.0206556,-13.9067192,-13.9345551,-13.138339,-12.3918667,-16.1549549
-2.67592096,-9.07949448,-12.4478989,-15.0641775,-9.4580822,-10.8687382,-9.95465755,-15.6859541,-13.0535173,-12.0061922,-8.82224655,-10.8884697,-12.8999319,-13.6122303,-20.0631828,-10.3000336,-16.3911343,-9.49208641,-8.55321217,-9.5436573,-11.7202263,-10.2805958,-9.18008423,-8.7465992,-11.3737431,-9.21807289,-7.83548784,-10.2664948,-10.447916,-10.2899361,-11.004364,-8.77913094,-11.9997044,-9.10709763,-0.0743823946,-8.84685612,-14.0808496,-12.1033058,-13.2895823,-7.54101992,-13.3893347,-8.83924103
-0.00261346414,-8.89104652,-9.65015602,-10.9515314,-12.8606806,-9.45840549,-9.35071945,-15.1877174,-10.2560711,-13.0065651,-13.2371693,-13.067358,-12.958313,-8.71199417,-21.2472115,-8.48960495,-9.92603302,-10.9448528,-10.1043196,-12.6246862,-10.5662575,-10.4502125,-12.4582605,-12.7196474,-10.6670456,-11.4290686,-10.2881222,-8.61200142,-10.9191303,-10.0578623,-7.66969824,-9.98343849,-9.51847172,-8.89992237,-9.71980858,-9.28026676,-17.6060677,-10.39328,-10.6323338,-11.4337502,-13.6219044,-7.86799765
-0.00200118916,-8.99290276,-10.9695396,-9.17275333,-11.3097343,-8.86093712,-10.3506041,-12.4408045,-9.62956905,-14.2962923,-13.726428,-13.0719175,-13.2542505,-9.53629684,-18.202776,-9.54536629,-10.241457,-10.2030506,-10.0156651,-13.2536402,-10.2006388,-11.7142363,-10.8641434,-10.3050728,-10.6501064,-11.3355875,-9.41799068,-9.42297077,-10.421586,-9.47400188,-8.11153889,-9.73927116,-9.66357231,-9.19319153,-10.192379,-9.40633392,-15.0251093,-10.3166285,-10.5569172,-10.8430376,-11.6472759,-9.25445366
-0.0170539822,-9.48163509,-10.1920433,-10.8679018,-7.34748459,-10.0558453,-9.45561886,-9.49093437,-10.3260679,-13.7380924,-9.74350357,-7.70947313,-11.1620388,-10.5562305,-12.4541836,-9.93159485,-10.8935061,-6.95290565,-7.05429077,-8.29665947,-9.67534828,-8.31792736,-7.14676905,-7.41693068,-9.15444946,-8.21421242,-6.57258368,-6.05781031,-7.65846539,-7.15674496,-8.89525795,-7.05339289,-7.39699268,-6.55268908,-7.80612516,-6.87818193,-9.53806496,-9.82014465,-7.95956516,-7.18429613,-7.80538464,-10.3109779
-0.0423204675,-6.05025959,-7.40118599,-7.19028282,-7.20195818,-6.8506155,-6.51538754,-9.57825279,-7.29242992,-10.7466116,-8.61484909,-8.50144386,-7.84973192,-6.93931484,-12.1466761,-7.41882515,-6.82791901,-5.90197563,-5.69538879,-8.64718914,-7.44503641,-7.68296766,-6.48910618,-6.56520939,-7.47207642,-7.07813072,-6.26561451,-6.81962109,-7.20552254,-6.7802372,-6.32584667,-6.22672319,-6.89951277,-5.72772217,-9.86320114,-6.68224525,-9.42487431,-8.12334633,-8.25947094,-6.12009239,-7.93236208,-6.74709129
-0.266019911,-6.28874111,-6.88323736,-7.8894825,-5.37139416,-7.11902523,-6.7281394,-7.42823696,-7.48083735,-10.4877892,-6.56042862,-5.4152112,-8.32608604,-7.25357437,-9.60215187,-7.50895166,-6.98901129,-3.6591897,-4.06164598,-5.94860983,-7.65012884,-4.54527664,-4.16394138,-4.61730099,-6.66147423,-5.95427179,-3.99437356,-4.79764557,-4.73981953,-4.54719925,-6.57281685,-3.68040657,-5.14402771,-4.34034824,-7.45812082,-4.13287878,-6.5979948,-7.48799324,-5.69983339,-4.58252239,-5.64464664,-6.88591862
-0.0646935701,-5.51352501,-6.17433739,-7.1432209,-7.31821537,-6.37476635,-6.13027477,-8.93934059,-6.81682491,-9.97173977,-8.50326157,-7.39486504,-7.0590353,-6.30443287,-11.074132,-7.55456352,-6.54781485,-5.5807271,-5.41830301,-7.9991169,-7.09535408,-6.90497589,-6.0925684,-6.01316214,-6.74750519,-7.38005066,-6.42994452,-6.21575928,-6.3458271,-6.3230629,-5.87392378,-5.88605452,-6.47904062,-5.9076252,-7.66256666,-6.02852201,-9.30219364,-6.64835358,-8.07132626,-5.63409281,-7.25622606,-6.37064362
-0.410656691,-6.53425312,-6.59951687,-8.15526104,-5.20623589,-7.18361282,-7.44276237,-7.1371479,-7.64204025,-9.72687244,-6.21253204,-4.47192383,-8.84309101,-7.67111969,-9.53198719,-7.91042042,-7.16468239,-3.35315919,-4.01723766,-5.50858879,-7.73244286,-4.12342644,-3.81346035,-3.83923197,-6.513731,-5.70711803,-3.80342507,-4.28439522,-4.0564208,-4.54293251,-6.04830647,-3.07757401,-4.80170155,-4.28359127,-6.70822525,-3.9647963,-6.4842844,-7.32871056,-5.35204029,-3.79554892,-5.64315891,-7.36996174
-0.793641984,-6.38230228,-6.30060005,-8.07333183,-4.37465334,-7.09998846,-7.46946669,-7.38901043,-7.44610977,-9.27254772,-5.82086802,-3.92444086,-9.12172985,-7.20948648,-9.72831154,-7.70119858,-6.63749933,-2.98616552,-3.88929248,-5.20800972,-7.66498137,-3.65030551,-3.45714092,-2.48832464,-6.48399639,-5.45201588,-3.57693434,-4.35892534,-3.60730791,-5.34821558,-5.48201561,-2.43080854,-4.97758436,-4.03229237,-5.82738781,-4.27836466,-6.43709898,-7.26896524,-5.66083145,-2.74439383,-5.74000168,-7.47241354
